start	end	text
569.0400000000001	573.0400000000001	 이 문사원 또 한교리 지원 되는 게 있고
573.0400000000001	577.0400000000001	 한교리 지원 인식률이 얼마나 되는지에 대한 내용들도
577.0400000000001	579.4	 쭉 해가지고 정의를 하고요.
579.4	581.12	 찾아가야지.
581.12	582.24	 내가 하나도 안 했어.
582.24	583.36	 큰일 하나도 안 했어.
583.36	585.12	 다 복사.
585.12	590.72	 지금 다 만들어지지 않도록 할지 궁금해.
590.72	597.2	 그래서 지금 이거 해 이 하는 것도 하는 게 맨 설명도 안 하고.
597.2	600.32	 근데 이거 하기 전에 내가 이제 한 일주일 전
600.32	603.52	 보통 사실 파이선을 하긴 했다.
603.52	607.2	 파이선을 했는데
607.2	609.28	 뭐 만들었는지 알아?
609.28	611.72	 그럼 뭐 대형량 데이터에서 뭐 찾아내기.
611.72	614.4	 그것도 했었고 또 다른 거.
614.4	615.4	 나의
615.4	618.1999999999999	 내 둘도 가끔씩 내장을 위해서 보면 알지만
618.1999999999999	619.64	 내가 게임을 하잖아.
619.64	621.84	 앞에서.
621.84	623.0799999999999	 뭐 했을 것 같아?
623.0799999999999	624.1999999999999	 게임 만들었어요?
624.1999999999999	625.12	 게임을 만든 게.
625.12	626.68	 차독으로 돌리는 거?
626.68	628.28	 약간 그런 걸 했어.
628.28	630.48	 어, 막그러.
630.48	632.24	 게임인데
632.24	634.24	 이거 맨날 사냥을 하면
634.24	635.36	 죽어.
635.36	638.72	 온 놈이 여섯 맨날 날 죽여.
638.72	640.12	 그래서 아쉬우고 어떻게 하지?
640.12	641.4399999999999	 어떻게 하지 하다가
641.44	647.1600000000001	 집이 된 듯 물어보기 아니야 내가 막 장리로 올려서 어떻게 할 거 어떻게 할 거 할 때가 했다가
647.1600000000001	650.8800000000001	 여기 항상 HP 이남날 집은지?
650.8800000000001	651.8800000000001	 피통.
651.8800000000001	652.8800000000001	 피통?
652.8800000000001	654.6400000000001	 통이 있어요.
654.6400000000001	657.72	 얘를 지정을 해놓으면
657.72	661.7600000000001	 얘가 특정 이상 색상이 바뀌면
661.7600000000001	663.9200000000001	 자동으로 그 키를 눌러주는 거야.
663.9200000000001	665.2800000000001	 물량 먹는 거야?
665.2800000000001	668.2800000000001	 물량 먹는 것보다는 도망가는 거라든지
668.2800000000001	671.32	 이렇게 하는 거지.
671.32	675.12	 그래서 지금 내 거에 보면 여기 이렇게 파이서머리도 있어.
675.12	676.88	 유아이가.
676.88	679.24	 그래서 딱 여기에
679.24	682.32	 색깔 지정랑 버튼 딱 클릭하고
682.32	686.0	 마우스 딱 클릭하면 이 포인트의 색깔을
686.0	691.08	 기준색이라고 해서 여기다 이렇게 보여줘.
691.08	696.5200000000001	 그다음에 얘가 1초에 한 번씩 계속 체크해 줘.
696.5200000000001	700.72	 그러면서 여기에는 현재 색을 보여줘.
700.72	704.64	 그래서 만약에 얘가 내가 찝어놓은 이 포인트.
704.64	705.9200000000001	 딱 여기 점화나겠지.
705.9200000000001	712.76	 이 포인트가 만약에 다른 색깔로 벽 바뀌었을 때 얘가 메이크업으로 실현해주는 거야.
712.76	717.52	 도망가는 기 한 번 눌렀다가 다시 다시 사냥하는 기준이 눌렀다가
717.52	718.5600000000001	 이런 거.
718.5600000000001	720.12	 이거 만들었어.
720.12	721.72	 만드는 데 한 오른 걸였어.
721.72	722.9200000000001	 안 줘 가야 되나?
722.9200000000001	725.1600000000001	 안 주고.
725.1600000000001	728.6	 이게 내가 만들고 나보니까 문제가 있어.
728.6	731.0400000000001	 뭐가 문제��면 공격을 당했잖아.
731.0400000000001	735.0400000000001	 공격을 당했을 때 내가 피가 주면 안 주고.
735.0400000000001	739.9200000000001	 그런데 문제는 얘가 스토나라 기절.
739.9200000000001	743.96	 기절 공격을 사면 공격하는 순간 데미지가 만약에
743.96	748.36	 해서 피통이 깎이면 실행이 될 텐데
748.36	751.72	 스턴 공격은 데미지가 없어.
751.72	753.4	 그냥 성공 실패했냐 밖에 없어.
753.4	756.7	 그러니까 성공하면 나는 얘가
756.7	761.0600000000001	 엄청나게 생일들은 1,2초 안에 나를 죽이는 거야.
761.0600000000001	762.0200000000001	 그게 안 되는 거야.
762.0200000000001	767.26	 그래서 지금은 또 다른 짱구를 쓰고 있어.
767.26	771.5	 그래서 이제는 영역을 범사할 수 있는
771.5	776.34	 뭘 또 만들려고 하고 막 짱구를 어떻게 어떤 로지구로 짜야지
776.34	778.7800000000001	 얘가 정확하게 인식을 드려나?
778.7800000000001	781.7800000000001	 제 냉랑입니다.
781.7800000000001	784.86	 뭐가 제 냉랑이야.
784.86	787.1800000000001	 얘가 다 해가지고 이제.
787.1800000000001	790.78	 당비 라인 좀 쓰고 있으니까.
790.78	794.9	 이런 거, 그 에크로 이런 거 판단 말이야.
794.9	797.98	 월에 뭐 이마는 선마를 이렇게 판단 말이야.
797.98	800.22	 애들 라이샨스 만들어서.
800.22	803.26	 애써 만들어서 그거 팔 다 잡혀가지고.
803.26	804.38	 안 잡을 거냐?
804.38	807.9	 아 제가 안 잡혀서.
807.9	814.3000000000001	 이게 찾아보면 이미지에 그을 해가지고 하긴 하거든.
814.3	819.9799999999999	 찾아보는 이미지를 등록 해가지고 이미지가 동이라고 막 영역 검사도 하고 막 되게 많아.
819.9799999999999	825.26	 그래가지고 이런 거 지금 짱구를 굳이고 있어.
825.26	826.9799999999999	 원해줄 돈 그냥 모르겠어.
826.9799999999999	829.8599999999999	 애들은 게임을 하면서 뭘 하든 하겠지만
829.8599999999999	834.14	 내가 보니까 내가 요즘에 이제.
834.14	837.02	 근데 사실 저를 계속 해놓고 지금 이야기하는 게
837.02	840.2199999999999	 시간도 얼마나 걸리는지랑
840.22	844.98	 그다음에 주제가 바뀌었을 때 사실 어떤 내용들을 어떻게 정리할지를 좀
844.98	849.46	 몰라가지고 지금 녹음을 하고 있긴 하거든.
849.46	855.94	 내가 지금 한 2주일 됐지?
855.94	858.9	 2주일 동안에 되게 많은 걸 좀 많이 느꼈어.
858.9	861.0600000000001	 광이랑 이야기하면서 처음에는
861.0600000000001	865.3000000000001	 이번에 MCP라고 내가 전혀 한번 설명해줬지.
865.3000000000001	868.58	 그냥 파일만 몰라서 보면.
868.58	872.38	 이번에 MCP를 이렇게만 한 번 다 들었어?
872.38	876.9000000000001	 요즘에 이게 엄청나게 하듯이 주야.
876.9000000000001	880.34	 내가 보면 이거 너네들 지금 알아야 돼.
880.34	884.7	 왜냐하면 2회 이슈로 나오면서 이제 나오는 말들이
884.7	890.38	 그 후속으로 계속 나오는 유튜브가 뭔지 알아?
890.38	896.1	 개발짝 3년 이후에는 살아야 됩니다.
896.1	900.5	 5인?
900.5	901.94	 이거 지금부터요?
901.94	904.5	 어? 지금부터 3년이야?
904.5	912.5	 이 MCP가 뭐냐면 모델, 컴페스트, 프로듀코리아.
912.5	915.82	 뭔지 모르겠지 대충 이렇게 틀어서.
915.82	924.02	 이게 뭐냐면 내가 지금 깔아놓고 요즘에 하는 게 뭐냐면
924.02	926.86	永현이는 써봤지?
926.86	931.14	 커서라는 개발자 툴을 내가 지금 했어.
931.14	937.66	 얘가 뭐냐면 기본적으로 AIA가 전목되어 있는 그림스라고 보는데
937.66	941.8199999999999	 이한테 처음에 딱 들어 가장 하자.
941.8199999999999	945.62	 프로듀터 한 것도 생산 안 한 상태에서
945.62	952.66	 에견드는 잡았을 거고 프레임 머크는 스프링부터 쓸 거고
952.66	959.3399999999999	 화면은 JSP 쓸 거고 내가 원하는 스펙 달려주지?
959.3399999999999	963.2199999999999	 한 2분도 안 돼서 프로젝트 하나 만들어줘.
963.2199999999999	968.18	 그리고 지금 내가 하다가 지금 프로젝트 망가트렸거든?
968.18	971.4599999999999	 그것도 보여주는 좋은데 우리 로그인 화면이 있잖아.
971.4599999999999	976.3	 연어가 하는 거, 지금 화면 이렇게 들어가 있고 로그인한테 했잖아.
976.3	980.62	 이거 화면 캡치한 다음에 나 이거 로그인 화면으로 쓸 거야 했는데
980.62	983.9799999999999	 똑같이 거의 90%가 만들어줬어.
983.9799999999999	991.78	 얘가 유일하게 안 만든 건 뭔지 알아? 이미지.
991.78	997.3399999999999	 왜 이미지 안 만들어줘?라고 물어보니까 이미지가 하면서 나오는 이야기가
997.3399999999999	1001.9399999999999	 결론 저작권이야.
1001.94	1006.9000000000001	 해당 이미지에 사용되어 있는 저작권이라든지 이런 게 구분 명하다.
1006.9000000000001	1011.98	 그래서 사용할 수 없다. 그러면은 우리는 못 빼고 다 가능해?
1011.98	1017.0600000000001	 이미지 빼놓고는 사실 이제는 음만한 건 다 코디에 가든 하다가.
1017.0600000000001	1020.6600000000001	 그럼 연어도 지금은 퍼플리싱을 그렇게 하고 있지만
1020.6600000000001	1026.22	 나중에 돼서 이게 내가 나지 나도 투리 100% 좀 사용 못 해.
1026.22	1028.78	 왜냐하면 말을 잘 해줘야 돼.
1028.78	1035.42	 이 어떤 단점이 있냐면 내가 샘플로 데모로 만들어줘 해서 데모로 만들었어.
1035.42	1036.78	 프로젝트.
1036.78	1039.5	 그럼 얘가 폴도 구성섭도 다 해줘.
1039.5	1043.44	 그래서 여기 로그인 컨트롤러가 해가지고 다 만들어본 거고
1043.44	1047.54	 여기다 내가 NVC 패턴이라고 해야 돼. 처음에 안 했거든?
1047.54	1052.5	 그랬더니 얘가 로그인 파이라나 만들어서 해 놨어.
1052.5	1055.2	 근데 내가 NVC 패턴으로 하자고 하자고 하자고 하자.
1055.2	1062.04	 얘가 뭐했냐면 기존의 있던 소스를 가지고 만들어주는 게 아니라
1062.04	1065.1200000000001	 새로 만들기 시작하는 거 같아.
1065.1200000000001	1068.64	 그러면서 똑같은 파일들이 계속 생겨놔.
1068.64	1072.8	 그러려면은 이거를 해 보면 이제 해차하고 이야기도 좀 해 봤는데
1072.8	1078.28	 기존의 있는 어떤 소스를 참고로 만들어도 얘를 변경시켜줘.
1078.28	1079.96	 이런 식으로 질문을 잘해야 돼.
1079.96	1082.64	 그래야지 얘가 바로 저동이 돼.
1082.64	1088.0	 하일 저장. 하일 이런 거 다 얘가 한 번을 다 해줘.
1088.0	1092.18	 얘가 심지어 커서 이에서는 SV인 무대.
1092.18	1096.76	 내가 지금 한 3일 쓴 거는 3일 됐거든?
1096.76	1108.72	 쓰면서 좀 불편한 게 뭐냐면 커서에는 이 크리스처럼 통켓을 바로 내장을 못 해.
1108.72	1114.8	 그래서 통켓이 만약에 우리가 스프링 부트로 만들었으면 그냥 시작해 가지고
1114.8	1116.72	 얘 여기 안에 다 돌릴 수가 있거든?
1116.72	1121.56	 왜냐하면 통켓 프로 스프링 부트에는 통켓이 기본적으로 내장 돼 있으니까.
1121.56	1125.2	 근데 우리처럼 그냥 스프링으로만 만든 애는
1125.2	1130.96	 얘를 와라파일로 만든 다음에 통켓을 설치해서 와라파일로 해서 배포하게 해 줘야 돼.
1130.96	1133.1200000000001	 그게 단점이에요.
1133.12	1139.56	 근데 스프링 부트로만 만들어놓으면 이 커서는 그런 게 다 이게 할 수 있어.
1139.56	1143.0	 그리고 광이가 그 PVT 올려주고 있지.
1143.0	1144.3999999999999	 그게 뭔지 알아?
1144.3999999999999	1152.1599999999999	 그게 이거야. 여기 커서에다가 mcp 서버를 넣을 수가 있어.
1152.1599999999999	1163.08	 mcp는 뭐냐면 일종의 바퀴시라고 보면 되는데 이게 api라고 보면.
1164.08	1173.08	 우리가 기본적으로 gpt한테 예를 들어서 너네들도 mcp 해보면 찾아보는 영상 엄청나게 많거든?
1173.08	1178.08	 한 두세기 정도 개냥을 해가지고 보게 되면 이런 내용이야.
1178.08	1183.08	 클라이언트 라는 게 만약에 우리가 gpt라는 걸 쓴다.
1183.08	1185.08	 근데 여기에는 세 가지가 있어.
1185.08	1192.08	 하나는 구글 있고 하나는 이제 gpt가 있고 하나는 로컬 딜이가 있어.
1192.08	1196.08	 만약에 이게 여기 있다.
1196.08	1203.08	 그러면 내가 여기에다가 오늘 주식이 어떻게 될 것 같아?
1203.08	1211.08	 아니면 내가 어떻게 해야 될 거라고 물었을 때 얘가 얘네들 각 세계에다가 물어야 되는데
1211.08	1221.08	 얘네들이 지정을 해놓은 mcp 모들들이 있다고 치면 여기에다가는 나는 주식 상황에 있는 것 같아.
1222.08	1226.08	 상황에 따른 미국 증시를 우선적으로 볼 거야.
1226.08	1228.08	 라고 설정을 해놓는 거야.
1228.08	1235.08	 또 gpt는 나는 현재 추위를 봐서 미래에 대한 분석을 할 거야.
1235.08	1240.08	 나는 우리 회사에 있는 자산에 대한 대업들을 가지고 분석을 할 거야.
1240.08	1243.08	 이런 걸 다 가지고 있는 거야.
1243.08	1249.08	 그래서 이런 mcp들 설정 파일들을 갖고 세팅을 해놓으면 내 거 클라이언트에 넣으면
1249.08	1252.08	 얘네들이 이걸 보고 찾는 거야.
1252.08	1257.08	 여기에서는 미국 증시를 볼 수 있구나.
1257.08	1259.08	 여기에서는 미래 상황을 볼 수 있구나.
1259.08	1268.08	 여기는 우리 회사 상황을 볼 수 있구나 해서 얘가 이걸 쭉 순차적으로 보고 나중에 다 찾고 나서 나한테 주는 거지.
1272.08	1278.08	 그러면 이제 내가 봤을 때는 그래서 요즘에 보면 어떤 게 나오냐면은 비즈니스 모델을 해서
1278.08	1283.08	 물건을 8만 원 것들이 뭐냐면 이 mcp들이래.
1286.08	1289.08	 예를 들어서 연우 같은 경우에는
1289.08	1297.08	 디자인적인 거를 만약에 해놓은 설정 파일들고 htm는 어디서 보고 하고 이런 걸 막 해서
1297.08	1301.08	 만약에 mcp를 하나 고리냐는 만들었어.
1301.08	1310.08	 그러면 나중에 연우가 만든 mcp만 갔다가 넣으면 연우가 갖고 있는 기술들 최대한 많이 끌어다 쓸 수 있겠지.
1312.08	1317.08	 세정이나 영웨이 해야지. 너네들은 개발도 있을 수도 있고.
1317.08	1319.08	 뇌스 QL이 있을 수도 있고.
1319.08	1324.08	 여기에 대한 만약에 너네들이 설정을 mcp에다가 다 설정을 해놨다.
1324.08	1326.08	 이거 mcp 설정은 제이 스누가 있어.
1328.08	1332.08	 거기에 있는 각각이 있는 키워드나 이걸 다해서 설정을 하거든.
1334.08	1339.08	 그래서 이걸 이렇게 전목을 해놓으면은 너네들이 나중에 쓰는 gpt.
1339.08	1342.08	 예를 들어서 커서와다든지 지금은 뭐
1342.08	1345.08	 뭐 있지 클라우동가 저런 출뚜리별게 있어.
1346.08	1348.08	 인터뷰지에도 지금 붙어 있고.
1349.08	1353.08	 그런데 커서와는 지금 클로우와가 제일 괜찮은 것 같다고는 이 정도였는데.
1353.08	1355.08	 일단 커서와서 썼으니까.
1356.08	1360.08	 참고로 커서와는 한 달이 무려고.
1360.08	1363.08	 두 번째 딱부터 20분씩 나고.
1366.08	1369.08	 연관으로 끊으면은 16분씩 나가고.
1370.08	1381.08	 그래서 이런 것들을 좀 미리 너네들이 공부를 하면은 내가 보기 좋은 거는.
1381.08	1389.08	 너네들이 mcp 서버들을 많이 공부하고 많이 해놓으면은 그만큼 지금 있는 프로젝트 너네들의 mcp 그 커서에 다 띄울 수 있어.
1389.08	1391.08	 난 지금 커서에 다 띄어놨어.
1392.08	1394.08	 퍼즐에서 프로젝트 수정을 해달라고 하잖아.
1394.08	1401.08	 그러니까 쭉 수정한 다음에 나는 엉세트 적용만 누르면은 하이라이터로 다 바뀌어.
1402.08	1406.08	 그다음에 이 크립스에 가서 스타트 띄울론다는데 병용사항 같은 부분.
1409.08	1416.08	 그렇게 해서 보니까 이게 해보니까 내 우리 소스 갖고 쭉 보니까 뭐가 있냐면 오류는 아니야.
1417.08	1425.08	 오류는 아닌데 너네들이 막 지금 내가 본 것 중에 예외로 치는 것들 막 이 섭션 처리해놓은 거 있잖아요.
1425.08	1434.08	 여기에 순서에 안 맞다던가 여기에 굳이 폼하지 되지 않아야 되는 것들이 있다고 얘가 확인물 해 주더라고요.
1435.08	1443.08	 그래서 이런 거라든지 아니면 우리 지금 다 연관은 잘 모르지 말은 빼근데 API 호출해가지고 이거 있잖아.
1443.08	1448.08	 이것도 다 얘가 간단하게 어떻게 처리하는지 다 바꿔주기도 하고 그래.
