start	end	text
263.6	265.26	 지금 녹음은 제일 나중에 하고 있잖아, 지금.
265.56	267.5	 근데 이 녹음은 녹음이 만약에 있다.
267.88	268.66	 그러면 이제 뭐 할 거야?
271.84	273.5	 집게한테 물어볼 거야.
273.5	274.06	 물어볼 거야.
274.48	274.6	 이제.
275.9	277.88	 이 회의로 그걸 정리해줘.
278.54	278.88	 그러니까.
279.88	281.54	 그건 이제 앱으로 만드는 게 아니잖아.
281.7	282.84	 앱으로 만들 거야. 그러니까.
283.36	285.74	 정리에 달라고 그럴 거면 집게가 나야지.
286.66	287.94	 앱을 만날 때.
288.44	291.22	 앱을 만들 때 어떤 단계로 내가 이 프로그램을 만들까?
291.58	292.42	 이거 정의를 하잖아요.
296.84	299.42	 이 회의 내용을 담을 테이블 만들어볼까.
299.42	303.42	 아주 그냥 개발자적인 테이블 만들고.
304.38	306.66	 근데 몇 명인지 어떻게 나나요?
306.86	308.76	 음성을 구분하는 뭐가 있어요?
308.94	309.88	 그러니까 그런 거를 이제.
310.3	311.64	 화면을 만들어놔야 되잖아.
312.0	314.02	 화면을 만들어됐고.
314.2	317.82	 너네들이 생각할 해봤을 때 내가 이렇게 다는 딱 이렇게만 들었어.
318.82	322.46	 AI화의 정리하는 프로그램이 필요해 라고 했을 때.
323.62	327.78	 용연이가 만약에 만든다 내가 그게 얘기했으면 어떻게 찾아서 만들 거야.
328.78	332.48	 그 녹음에서 사람들로 말하는 걸 나눌 수 있다면
332.48	336.92	 그냥 말하는 순서대로 사람, 텍스트, 사람, 텍스트가 없지.
336.94	338.46	 GPT한테 뭔가 물어봐야 되잖아.
338.86	340.5	 내가 어떤 식으로 물어보고 할지.
341.4	344.44	 이 혼남이다. 회의로 만들어줘.
344.64	346.42	 화면은 물론 쭉 알려주겠지.
347.38	349.56	 근데 나는 약간 이런 식으로 했어.
351.5	352.9	 음성 파일이 있다.
353.64	355.22	 그러면 이를 먼저 모여야 돼?
358.48	361.22	 텍스트가 바로 화를 할 수 있는지.
361.86	365.92	 여기 해당하는 언어로는 어떤 게 있고
366.92	369.86	 프레이머크라든지 이런 건 어떤 걸로 하는지.
370.62	373.64	 그다음에 이걸 만드는데 우리가 뭐가 들어가면 안 돼?
374.34	375.38	 통이들면 안 돼.
376.22	378.48	 기급 만들었는데 남의 거 갔다 썼는데
378.48	381.94	 우리 거 월 100만 원 준다고 했는데 갑자기
381.94	384.74	 여기 APA가 다 사용하고 나더니 1,000만 원 나왔어.
384.8	386.14	 부거다. 금방 안 되잖아.
386.78	392.82	 그러면 무료이거나 아니면 가격이 가격정책이 어떻게 된지.
393.34	395.9	 그래서 이걸 먼저 확인했어. GPT한테
396.97999999999996	401.56	 음성을 텍스트로 만들 수 있는 프로그램을 만들려고 하는데
401.56	405.36	 랭기지는 잡아 어떤 거든지 사용관 없고
405.94	407.7	 이렇게 만들고 싶어라고 했을 때
407.7	411.3	 처음에 얘가 해준 거는 하이선냐.
413.26	416.26	 하이선로 이렇게 만들었을 때 만들 수가 있다.
416.7	417.64	 해서 이렇게 만들었어.
418.34	421.06	 이제 이거를 해서 만들었어.
421.6	423.14	 하이선를 설치를 해서.
423.14	424.88	 내가 아직 확인은 안 해봤지.
425.04	427.46	 내가 이 두 번째로 해야 되는 작업이 그럴까?
429.7	432.56	 음성을 텍스트로 만드는 프로그램을 하나 만들었잖아.
432.56	433.82	 그러면 이제.
437.72	442.56	 여기 회자 말하고 있는 사람들이 가까이 다 분리가 될 수 있는지.
443.24	445.06	 누가 말했고.
445.12	445.8	 누가 말했고.
446.08	447.16	 이거를 알아 봐줘.
447.94	450.2	 라고 했더니 얘가 똑같이 파이선로 해서
450.2	455.22	 회자를 분리할 수 있는 APA들은 이런 게 있고
455.22	457.52	 이런 서비스를 이용하면 되고 어떤 건 무료고
457.52	459.32	 이렇게 쭉 되어 있어. 나왔어.
460.28000000000003	466.42	 그런데 이 회자가 예를 들어서 아무런 정보가 없다.
467.58000000000004	470.82	 그러면은지 뭐 아니면 회자 1.
471.58	472.24	 회자 2.
472.9	475.62	 회자 3. 이렇게 나오겠지.
475.62	477.9	 그런데 이제 여기다가 좀 추가로 물어본 것?
478.54	482.14	 내가 미리 이 회자들의 목소리를 윗략을 해놓으면
482.14	484.96	 혹시 이거 또 구분 가능해라고 해서 물어봤더니
484.96	486.08	 가능하대.
486.92	489.72	 그래서 이거는 이렇게 하면 되는데
489.72	491.5	 이렇게 이렇게 하면 돼.
491.62	492.64	 라고 해서 나왔어.
492.96	494.84	 그런데 이거는 지금 내가 적용은 안 했지.
496.04	498.34	 그다음에 회자가 정리가 됐어.
498.46	499.86	 그다음에 이제 뭐 있을까?
505.26000000000005	510.82	 얘를 탈로 출력하는 방식에 대해서 이야기한 거야.
511.82	516.88	 얘를 뒤후시나 HWP나 Excel이나 이런 걸로 가능해
516.88	518.94	 라고 했는데 가능한 하대.
519.38	521.4	 그런데 많이 관리인다.
521.98	522.96	 뭐 이렇게 이렇게 된다.
523.04	526.74	 뭐가 필요하다 이렇게 해서 라이브라이디가 되게 많아.
527.02	527.78	 엄청나게 많았어.
528.2	535.34	 그래서 이거를 해가지고 지금 얘를 다 방다로 개발을 해놓은 다음에
535.34	537.4	 얘를 먼저 어떻게?
539.0	541.76	 당장은 지금 굴릴 수 있는 방법을 내고 오잖아.
542.06	543.66	 책지피트야 돼?
543.66	548.84	 얘를 하의를 직접 입력할 수 있는 UI로 만들어줘.
548.84	552.78	 그리고 결과되면 어디에다가 폴더에다가
553.84	554.98	 저장을 해줘.
555.24	556.58	 이렇게까지 해 놓은 상태야.
557.84	560.32	 지금 이거를 갖고 녹음을 해가지고
560.32	562.82	 저기다가 쓸 것 같지 이제.
563.22	565.42	 여기 이제 뭐 바라지 이제 이거 계속 해가지고
565.42	567.94	 얼마나 인식률이 되고 뭐하고 뭐하고.
568.56	572.68	 그리고 이 문사원 또 한굴이 지원 되는 게 있고
572.68	577.02	 한굴의 지원 인식률이 얼마나 되는지에 대한 내용들도
577.02	578.5	 쭉 해가지고 정의를 하고요.
579.34	581.96	 찾아가가지고 내가 하나도 안 했어.
582.14	582.94	 그냥 하나도 안 했어.
583.34	583.84	 다 복사.
584.18	584.86	 다 붙여도 안 했어.
588.0	588.88	 지금 다 만들어지지.
588.98	590.68	 돌아갈지 안 돌아갈지 궁금해.
590.68	595.32	 지금 이거 해. 하는 김에 설명한 거고.
596.72	599.76	 근데 이거 하기 전에 내가 이제 한 일주일 전?
600.3	602.0	 사실 파이선을 하긴 했다.
603.9599999999999	608.1	 파이선을 했는데 뭐 만들었는지 알아?
609.14	611.32	 그럼 뭐 대형량 데이터에서 뭐 찾아내기.
611.62	613.24	 그것도 했었고 또 다른 거.
615.06	619.14	 내 눈들도 가끔 4절이려서 보면 하지만 내가 끼림을 하잖아.
619.14	622.64	 앞에서 뭐 했을 것 같아?
623.1	623.94	 게임 만들었어요?
624.2	625.06	 게임을 만들었어요.
625.16	626.24	 차도고로 돌리는 거?
626.58	627.5	 약간 그런 걸 했어.
627.94	628.82	 어, 막그러.
631.38	633.36	 게임인데 이거 맨날 사냥을 하면
634.46	636.7	 주고 온 놈이 여섯 맨날 날 죽여.
638.62	640.68	 그래서 아쉬우고 어떻게 하지? 어떻게 하지 않아?
641.28	645.92	 집이 된 듯 물어보게 아니라 내가 막 짱글룰해서 어떻게 할 거 어떻게 할 거 어떻게 할 때가 했다가
646.92	650.68	 여기 항상 HP 이남날 집은지?
650.88	651.72	 피통.
651.92	652.3	 피통?
652.46	653.44	 통이 있어요.
654.8199999999999	663.66	 얘를 지정을 해놓으면 얘가 특정 이상, 색상이 바뀌면 자동으로 네크로 키를 눌러주는 거야.
663.92	664.78	 물량 먹는 거야?
665.22	668.9	 물량 먹는 것보다는 도망가는 거라든지 이렇게 하는 거지.
670.66	674.92	 그래서 지금 내꺼에 보면 여기 이렇게 파이서러를 떠있어.
675.18	675.54	 유아이가.
676.8	681.4	 그래서 딱 여기에 색깔 지정란 버튼 딱 클릭하고
681.4	687.82	 마우스 딱 클릭하면 이 포인트의 색깔을 기준색이라고 해서 여기다 이렇게 보여줘.
690.9	695.26	 그 다음에 얘가 1초에 한 번씩 계속 체크해 줘.
696.26	698.22	 그러면서 여기에는 현재 색을 보여줘.
700.08	705.66	 그래서 만약에 얘가 내가 찝어놓은 이 포인트 딱 여기 점 하나겠지?
705.9	711.4	 이 포인트가 만약에 다른 색깔로 벽 바뀌었을 때 얘가 메이크업으로 실행해주는 거야.
712.32	716.78	 도망가는 기 한 번 눌렀다가 다시 다시 사냥하는 기준이 눌렀다가
716.78	718.44	 이런 거.
718.44	719.56	 이거 만들었어.
720.1	721.62	 완전인데 한 오른 걸렸어.
721.72	722.22	 안 줘가요?
722.4	723.2	 안 주고.
724.3	727.4	 이게 내가 만들고 나보니까 문제가 있어.
727.86	730.62	 뭐가 문제��면 공격을 당했잖아.
731.08	734.7	 공격을 당했을 때 내가 피가 주면 안 주고.
735.12	738.94	 그런데 문제는 얘가 스토나라 기절?
739.24	743.2	 기절 공격을 사면 공격하는 순간 데미지가 만약에
743.96	746.96	 해서 피통이 깎이면 실행이 될 텐데
746.96	750.18	 스터� 공격은 데미지가 없어.
751.1	753.22	 그냥 성공 실패했냐 밖에 없어.
753.44	757.74	 그러니까 성공하면은 나는 얘가 엄청나게 샌네들은
757.74	759.16	 1위 초 안에 나를 죽이는 거야.
761.0600000000001	764.1	 그래서 지금은 또 다른 짱구를 쓰고 있어.
767.1800000000001	770.66	 그래가지고 이제는 여기 영역을 범사할 수 있는
771.18	775.52	 또 만들려고 하고 막 짱구를 어떻게 어떤 로지구로 짜야지
776.18	778.4	 얘가 정확하게 인식을 해 놔.
778.4	779.66	 제 냉동비다.
781.1	782.78	 뭐가 제 냉동비야.
784.22	786.38	 얘가 다 해가지고 이제.
786.96	788.9	 냉동비 라인 좀 쓰고 있으니까.
789.46	794.04	 그래 이런 거 그 백크로 이런 거 판단 말이야.
794.64	797.74	 월에 뭐 이마는 선마를 이렇게 판단 말이야.
797.86	799.16	 애들 라이샨스 만들어서.
800.06	802.26	 애써 만들어서 그거 팔다 잡혀가지고.
803.2	803.82	 안 줘요?
804.24	804.3	 안 줘요?
804.3	804.98	 아 제가 안 줘요.
807.8199999999999	812.14	 이게 찾아본 이미지에 그러고 해가지고 하긴 하거든.
814.0	817.46	 찾아보는 이미지를 등록 해가지고 이미지가 동일하고
817.46	818.98	 영역 검사도 하고 막 되게 많아.
820.6199999999999	824.48	 그래가지고 이런 거 지금 짱구를 부리고 있어.
825.36	827.04	 월에 좀 그냥 모르겠어.
827.1	830.48	 애들은 게임을 하면서 뭘 하든 하겠지만 내가 보니까
830.48	832.86	 내가 요즘에 이제.
833.86	836.46	 근데 사실 저를 계속 해놓고 지금 이야기하는 게
836.46	839.02	 시간도 얼마나 걸리는지랑
839.88	841.92	 그다음에 주제가 바뀌었을 때
841.92	844.56	 사실 어떤 내용들을 어떻게 정리할지를 좀
844.56	846.9	 몰라가지고 지금 녹음을 하고 있긴 하거든.
848.9200000000001	853.5	 내가 지금 한 2주일 됐지?
855.62	858.94	 2주일 동안에 되게 많은 걸 좀 많이 느꼈어.
858.98	860.26	 광이랑 이야기하면서 처음에는
860.26	863.56	 이번에 mcp라고 내가 전혀 한번 설명해줬지.
863.96	867.24	 아니 근데 그냥 파일만 올라오고 그런 것 같은데.
868.04	870.2	 근데 오늘 mcp를 이렇게만 한 번 다 들었어?
870.94	871.2	 네.
872.2	874.24	 요즘에 이게 엄청나게 하듯이 주야.
876.28	878.68	 내가 보면 이거 너네들 지금 알아야 돼.
879.14	879.32	 문제.
879.86	884.04	 왜냐하면 2회 이슈로 나오면서 이제 나오는 말들이
884.04	887.04	 그 후속으로 계속 나오는 유튜브가 뭔지 알아?
890.3000000000001	895.26	 개발짝 3년 이후에는 살아있습니다.
896.12	896.54	 5인?
900.26	901.46	 이거 지금부터요?
901.98	903.3	 지금부터 3년이요?
904.44	910.42	 이 mcp가 뭐냐면 모델, 컴페스트, 프로톡코리아.
912.26	914.92	 5인지 모르겠지 대충 이렇게 틀어서는.
915.78	916.44	 이게 뭐냐면
917.44	921.44	 내가 지금 깔아놓고 요즘에 하는 게 뭐냐면
924.9399999999999	927.34	永현이는 써봤지?
927.34	931.8	 컷화라는 개발자 툴을 내가 지금 했어.
931.8	934.54	 얘가 뭐냐면 기본적으로
934.54	941.56	 AI가 전목되어 있는 그림스라고 보는데
941.56	943.6	 얘한테 처음에 딱 들어가자마자
941.44	943.44	 프로젝트 한 것도 생산하는 상태에서
945.34	948.04	 애기들은 잡았을 거고
948.6	951.56	 프레임 머크는 스프링부터 쓸 거고
951.56	954.74	 화면은 JSP 쓸 거고
954.74	957.04	 내가 원하는 스펙 달려주지?
958.4000000000001	961.22	 한 2분도 안 돼서 프로젝트 하나 만들어줘.
962.5200000000001	965.4	 그리고 지금 내가 하다가 지금
965.4	966.72	 프로젝트 망가트렸거든?
967.5	969.42	 그것도 보여주는 좋은데
969.42	971.02	 우리 로그인 화면이 있잖아.
971.02	972.58	 연어가 하는 거가
972.58	974.38	 지금 화면 이렇게 들어가 있고
974.38	975.34	 로그인한테 했잖아.
975.68	977.5	 이거 화면 캡치한 다음에
978.02	980.16	 나 이거 로그인 화면으로 쓸 거야.
980.26	982.64	 했는데 똑같이 거의 90%가 만들어줬어.
984.12	987.06	 얘가 유일하게 안 만든 건 뭔지 알아?
988.28	988.66	 이미지.
991.14	994.76	 왜 이미지 안 만들어줘라고 물어보니까
994.76	997.64	 이미지가 하면서 나오는 이야기가 결론
997.64	999.3	 저작 거냐.
1002.02	1004.68	 해당 이미지에 사용되어 있는 저작권이라든지
1004.68	1005.82	 이런 게 굴복명하다.
1007.02	1007.76	 그래서 사용할 수 없다.
1008.12	1008.56	 그러면은?
1009.04	1010.58	 우리는 못 빼고 다 가능해?
1011.6	1013.48	 이미지 빼놓고는 사실 이제는
1014.02	1015.4	 음만한 건 다 코디에 가든 하다가
1016.74	1019.56	 연휴도 지금은 퍼플리싱을 그렇게 하고 있지만
1019.56	1022.5	 나중에 돼서 이게 내가 나지 나도
1022.5	1025.78	 투리 100% 좀 사용 못 해
1025.78	1028.06	 왜냐하면 말을 잘 해줘야 돼.
1029.06	1030.06	 어떤 단점이 있냐면
1031.48	1033.74	 샘플로 데모로 만들어줘
1033.74	1035.02	 해서 데모로 만들었어.
1035.36	1035.88	 프로젝트에.
1036.78	1039.32	 그럼 얘가 풀도 구성섭도 다 해줘.
1039.7	1041.98	 그래서 여기 로그인 컨트롤러
1041.98	1043.44	 해가지고 다 만드는 건 무슨 말이야.
1043.52	1045.22	 여기다 내가 NVC 패턴이라고 해야 돼.
1045.48	1046.16	 처음에 안 했거든?
1047.38	1051.54	 그랬더니 얘가 로그인 파이라나 만들어가지고 해놨어.
1052.34	1054.86	 근데 내가 NVC 패턴으로 하자고 하자고 하자고 하자.
1055.12	1056.06	 얘가 뭐했냐면은?
1056.06	1060.24	 기존의 있던 소스를 가지고 만들어주는 게 아니라
1062.06	1063.6	 새로 만들기 시작하는 거 같아.
1064.94	1067.14	 그러면서 똑같은 파일들이 계속 생겨놔.
1068.62	1070.24	 그러려면 이거를 해려면 이제
1070.24	1072.1	 한참하고 이야기도 좀 해봤는데
1072.9	1076.78	 기존의 있는 어떤 소스를 참고로 만들어도
1076.78	1077.98	 얘를 변경시켜줘.
1078.24	1079.9	 이런 식으로 질문을 잘해야 돼.
1080.0	1081.54	 그래야지 얘가 바로 저정에 돼.
1082.66	1083.54	 파일 저장.
1084.34	1086.04	 파일 뭐 이런 거 다 이가 한 번.
1086.04	1087.04	 이거를 다 해줘.
1087.92	1091.3	 얘가 심지어 커서 이에서는 SVN부터 해.
1091.7	1093.82	 내가 지금 한 3일?
1094.16	1095.68	 쓴 건 한 3일 됐거든?
1096.6	1098.52	 쓰면서 좀 불편한 게 뭐냐면
1099.04	1101.22	 커서에는 이 클릭스처럼
1101.22	1102.86	 통켓을 바로 내장을 못 해.
1109.04	1112.78	 그래서 통켓이 만약에 우리가 스프링 붙으로 만들었으면
1112.78	1114.9	 그냥 시작해가지고
1114.9	1116.4	 얘 여기 안에 다 돌릴 수가 있거든?
1116.78	1118.64	 왜냐면 통켓부터 스프링 붙에는
1118.64	1120.16	 두께씩 기본적으로 내장도 있으니까
1121.02	1124.0	 근데 우리처럼 그냥 스프링으로만 만들래는
1124.82	1126.82	 얘를 와라파일로 만든 다음에
1126.82	1128.22	 통켓을 설치해서
1128.22	1130.7	 와라파일로 해서 배포하게 해 줘야 돼.
1130.7	1131.7	 그게 단점이에요.
1132.6	1134.88	 근데 스프링 붙으로만 만들어놓으면
1134.88	1137.4	 이 커서는 그런 게 다말도 돼.
1137.44	1138.68	 이 안에 스프링을 할 수 있어.
1139.5	1141.76	 그리고 광이가 그 깊이 튀 올려주고 있지.
1142.78	1143.7	 그게 뭔지 알아?
1144.3	1145.04	 그게 이거야.
1145.08	1145.78	 여기 커서에다가
1148.4199999999998	1151.78	 mcp 서버를 넣을 수도 있어.
1152.08	1153.66	 이 mcp는 뭐냐면
1156.1599999999999	1157.04	 일종의 바퀴�이라고 보면 되는데
1158.78	1160.78	 이게 api라고 보면
1164.78	1166.78	 우리가 기본적으로 gpt한테
1167.78	1168.78	 예를 들어서
1168.78	1170.78	 너네들도 mcp 할 보면
1170.74	1172.96	 찾아보는 영상 엄청나게 많거든.
1173.42	1175.62	 한 두세기 정도 개념을 해가지고
1175.62	1178.42	 보게 되면은 이런 내용이야.
1179.08	1180.24	 클라이언트라는 게
1180.24	1182.22	 만약에 우리가 gpt라는 걸 쓴다.
1183.14	1185.14	 근데 여기에는 세 가지가 있어.
1185.68	1186.74	 하나는 구구리.
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.02	1187.02	
1187.96	1190.64	 하나는 이제 gpt가 있고
1190.64	1192.78	 하나는 로컬집이 되어 있어.
1194.1200000000001	1196.24	 만약에 이거 이의 여기 있다.
1197.02	1198.46	 그러면 내가 여기에다가
1200.18	1202.7	 오늘 주식이 어떻게 될 것 같아?
1202.98	1205.78	 아니면 내가 어떻게 해야 될 거라고 물었을 때
1205.78	1208.68	 얘가 얘네들 각 세계에다가
1208.68	1210.02	 물어야 되는데
1211.5400000000002	1215.02	 얘네들이 지정을 해놓은 mcp 모들들이
1215.02	1216.68	 이 있다 라고 치면은
1217.74	1218.02	 여기에다가는
1218.74	1219.24	 나는
1219.24	1221.0	 주식
1222.02	1225.04	 상황에 따른 미국 증시를 우선적으로 볼 거야.
1225.54	1226.64	 라고 설정을 해놓는 거야.
1227.3	1229.2	 또 gpt는
1230.02	1232.3	 나는 현재 추위를 봐서
1232.3	1234.12	 미래에 대한 분석을 할 거야.
1234.8	1237.12	 나는 우리 회사에 있는
1237.12	1240.12	 자산에 대한 대협들을 가지고 분석을 할 거야.
1240.32	1241.78	 이런 걸 다 가지고 있는 거야.
1242.7	1245.84	 그래서 이런 mcp들 설정 파일들을 갖고
1245.84	1247.26	 세팅을 해놓으면
1247.26	1248.56	 내가 클라이한테 넣으면
1249.5	1252.06	 얘네들이 이걸 보고 찾는 거야.
1252.36	1253.32	 어? 여기에서는
1254.68	1256.42	 미국 증시를 볼 수 있구나.
1257.08	1259.32	 여기에서는 미래 상황을 볼 수 있구나.
1259.5	1261.62	 여기는 우리 회사 상황을 볼 수 있구나 해서
1261.62	1264.78	 얘가 이걸 쭉 순차적으로 보고
1264.78	1267.42	 나중에 다 찾고 나서 나한테 주는 거지.
1271.8799999999999	1274.02	 그러면 이제 내가 봤을 때는
1274.02	1276.54	 그래서 요즘에 보면은 어떤 게 나왔냐면
1276.54	1277.9	 비즈니스 모델을 해서
1278.78	1280.06	 물건을 8만 원 것들이 뭐냐면
1280.78	1282.9	 이 mcp 써버드리야.
1285.38	1287.5	 예를 들어서 연우 같은 경우에는
1289.3999999999999	1291.6	 디자인적인 거를 만약에
1291.6	1293.08	 해놓은 설정 파일을 들고
1293.78	1294.72	 htm는 어디서 보고
1295.78	1296.84	 이런 거를 막 해서
1296.84	1299.02	 만약에 mcp를 하나 고린이 하나 만들었어.
1300.6	1304.94	 그러면 나중에 연우가 만든 mcp만 갔다가
1304.94	1306.94	 놓으면 연우가 갖고 있는
1306.94	1310.28	 기술들 최대한 많이 끌어다 쓸 수 있겠지.
1311.8	1314.08	 세정이나 영웅을 해 지나
1314.08	1316.66	 너네들은 개발도 있을 수도 있고
1316.66	1319.1	 sql이 있을 수도 있고
1319.1	1321.26	 여기에 대한 만약에
1321.26	1322.78	 너네들이 설정을 mcp에다가
1322.78	1324.14	 다 설정을 해놨다.
1324.18	1326.28	 이거가 mcp 설정은 제이슨을 돼 있어?
1327.9	1330.28	 거기에 있는 각각이 있는 키워드나
1330.8	1332.14	 이걸 다 설정을 하거든?
1333.32	1336.26	 그래서 요거를 이렇게 전목을 해놓으면
1336.26	1338.92	 너네들이 나중에 쓰는 gpt
1338.92	1340.54	 예를 들어서 커서와
1340.54	1341.6	 라든지 지금은
1343.0	1345.68	 클라우동가 저런 출력이 있어.
1346.16	1347.88	 인터뷰지에도 지금 붙어 있고
1347.88	1349.92	 그런데 커서는
1349.92	1352.32	 클로우가 제일 괜찮은 것 같다고
1352.32	1353.58	 유행해야 하는데
1353.58	1355.56	 일단 커서서 썼으니까
1356.58	1357.76	 참고로 커서는
1358.58	1360.02	 한 달이 무려고
1360.58	1362.58	 주원재단부터 20분씩 나고
1366.24	1368.04	 연관으로 꺼내면
1368.58	1369.58	 16분씩 나가고
1374.58	1374.68	 그래서
1375.58	1378.76	 이런 것들을 좀 미리 너네들이 공부를 하면
1378.76	1380.84	 내가 보기에는 좋은 거
1380.84	1383.84	 너네들이 mcp 서버들을 많이 공부�하고
1384.44	1386.34	 많이 해놓으면 그만큼
1386.34	1388.24	 지금 있는 프로젝트 너네들의 mcp
1388.24	1389.48	 그 커서에 다 띄울 수 있어
1389.48	1390.88	 난 지금 커서에 다 띄어놨어
1390.88	1393.98	 커서에서 프로젝트 수정 해달라고 하잖아
1393.98	1396.02	 그러니까 주원 수정한 다음에
1396.02	1396.58	 나는
1397.6200000000001	1397.84	 어색트
1398.46	1400.0	 적용만 누르면은
